order_item_id,order_id,product_id,quantity,unit_price,discount
1004877,202714,5104,4,14643.7,0.15
1004878,202715,5099,1,24134.72,0.15
1004879,202715,5237,1,14486.85,0.0
1004880,202715,5167,2,4726.83,0.05
1004881,202716,5193,1,40300.37,0.0
1004882,202717,5073,1,18918.59,0.1
1004883,202717,5146,1,27448.23,0.3
1004884,202718,5166,1,59235.66,0.2
1004885,202719,5187,1,55244.46,0.1
1004886,202719,5110,1,51525.25,0.15
1004887,202720,5019,2,53865.59,0.05
1004888,202720,5234,1,50648.36,0.1
1004889,202720,5172,1,4239.47,0.15
1004890,202720,5220,1,21967.48,0.05
1004891,202721,5080,1,52513.0,0.05
1004892,202721,5141,1,63027.8,0.2
1004893,202722,5203,1,55564.81,0.1
1004894,202722,5225,2,44784.0,0.1
1004895,202723,5082,4,46405.69,0.05
1004896,202723,5227,2,35653.11,0.1
1004897,202723,5099,1,24134.72,0.15
1004898,202724,5082,1,46405.69,0.05
1004899,202725,5175,1,18910.47,0.0
1004900,202726,5173,1,66699.81,0.05
1004901,202726,5058,2,59334.46,0.0
1004902,202726,5029,3,68249.17,0.05
1004903,202727,5128,2,73878.87,0.0
1004904,202728,5119,1,28094.1,0.0
1004905,202729,5101,2,33608.85,0.0
1004906,202729,5057,1,38306.72,0.3
1004907,202730,5016,2,36681.19,0.05
1004908,202731,5163,3,62863.52,0.1
1004909,202731,5068,2,3208.18,0.15
1004910,202732,5076,1,42231.66,0.0
1004911,202733,5063,3,14380.12,0.15
1004912,202733,5243,1,50341.38,0.05
1004913,202734,5027,1,61682.23,0.0
1004914,202735,5155,1,1261.24,0.0
1004915,202736,5152,1,39798.26,0.0
1004916,202736,5229,1,62902.14,0.3
1004917,202737,5033,3,38233.95,0.15
1004918,202738,5145,2,50582.17,0.1
1004919,202738,5001,1,7130.66,0.0
1004920,202739,5206,1,58467.83,0.1
1004921,202739,5020,1,44196.78,0.0
1004922,202739,5015,1,55259.57,0.0
1004923,202740,5010,1,60450.29,0.15
1004924,202741,5109,1,70231.76,0.1
1004925,202742,5182,1,44393.68,0.1
1004926,202742,5040,1,25999.86,0.3
1004927,202742,5128,3,73878.87,0.0
1004928,202742,5165,1,68412.72,0.05
1004929,202743,5019,1,53865.59,0.1
1004930,202744,5113,3,68865.43,0.05
1004931,202744,5243,3,50341.38,0.1
1004932,202745,5167,1,4726.83,0.15
1004933,202745,5054,1,4393.11,0.0
1004934,202746,5227,1,35653.11,0.15
1004935,202746,5170,2,55818.22,0.05
1004936,202746,5084,1,61606.9,0.0
1004937,202747,5151,3,43889.88,0.05
1004938,202748,5016,1,36681.19,0.0
1004939,202748,5165,3,68412.72,0.1
1004940,202748,5070,2,30502.3,0.0
1004941,202748,5041,1,31149.47,0.1
1004942,202749,5218,1,52780.9,0.0
1004943,202749,5010,4,60450.29,0.05
1004944,202750,5023,2,57019.3,0.0
1004945,202750,5102,2,27858.4,0.15
1004946,202751,5143,2,50546.12,0.05
1004947,202752,5081,1,15994.98,0.2
1004948,202753,5047,1,8695.54,0.1
1004949,202754,5211,1,39915.21,0.05
1004950,202754,5100,1,5944.8,0.0
1004951,202754,5046,1,32876.12,0.15
1004952,202754,5167,1,4726.83,0.1
1004953,202755,5223,1,15891.41,0.0
1004954,202755,5079,1,6489.27,0.2
1004955,202756,5081,1,15994.98,0.05
1004956,202756,5130,2,49364.28,0.05
1004957,202757,5210,1,33636.27,0.05
1004958,202757,5130,1,49364.28,0.0
1004959,202758,5208,1,53343.72,0.1
1004960,202759,5004,1,29418.25,0.05
1004961,202760,5229,1,62902.14,0.1
1004962,202760,5074,1,56113.92,0.15
1004963,202761,5242,1,39405.82,0.2
1004964,202761,5062,1,375.72,0.1
1004965,202761,5058,1,59334.46,0.05
1004966,202762,5100,1,5944.8,0.0
1004967,202762,5220,1,21967.48,0.15
1004968,202763,5128,1,73878.87,0.2
1004969,202763,5240,1,58420.25,0.05
1004970,202764,5004,3,29418.25,0.15
1004971,202764,5070,2,30502.3,0.0
1004972,202765,5151,2,43889.88,0.1
1004973,202765,5249,1,37675.05,0.05
1004974,202765,5169,1,16839.31,0.05
1004975,202766,5088,1,21198.99,0.2
1004976,202767,5135,3,44860.92,0.1
1004977,202767,5143,2,50546.12,0.0
1004978,202767,5111,1,78486.91,0.15
1004979,202768,5114,2,10929.13,0.0
1004980,202769,5007,2,47064.17,0.0
1004981,202769,5240,1,58420.25,0.1
1004982,202770,5222,1,35523.97,0.05
1004983,202771,5237,1,14486.85,0.2
1004984,202772,5243,2,50341.38,0.1
1004985,202772,5009,2,26525.92,0.15
1004986,202772,5115,1,67383.95,0.15
1004987,202773,5119,1,28094.1,0.05
1004988,202773,5221,1,37612.88,0.1
1004989,202773,5059,1,60074.85,0.05
1004990,202773,5156,1,56675.14,0.3
1004991,202774,5131,1,18445.06,0.0
1004992,202775,5114,2,10929.13,0.3
1004993,202776,5212,1,4629.93,0.05
1004994,202777,5164,3,53390.93,0.0
1004995,202778,5233,1,56982.98,0.1
1004996,202779,5244,3,21490.52,0.05
1004997,202780,5060,2,33825.77,0.05
1004998,202781,5226,2,19388.21,0.0
1004999,202781,5185,2,10012.67,0.05
1005000,202782,5092,1,48185.45,0.1
1005001,202783,5168,3,49827.72,0.0
1005002,202784,5003,2,75259.02,0.1
1005003,202784,5171,1,52643.32,0.05
1005004,202785,5132,1,18539.04,0.2
1005005,202785,5011,1,62902.32,0.0
1005006,202786,5158,1,49340.3,0.3
1005007,202787,5206,1,58467.83,0.05
1005008,202787,5102,1,27858.4,0.15
1005009,202788,5216,2,4711.09,0.2
1005010,202789,5136,2,52780.54,0.05
1005011,202790,5073,2,18918.59,0.1
1005012,202790,5004,1,29418.25,0.05
1005013,202790,5117,1,23169.23,0.0
1005014,202791,5214,1,72753.69,0.15
1005015,202792,5040,1,25999.86,0.2
1005016,202792,5237,1,14486.85,0.1
1005017,202793,5012,1,10517.29,0.05
1005018,202793,5167,1,4726.83,0.0
1005019,202794,5171,1,52643.32,0.15
1005020,202795,5176,2,14371.6,0.15
1005021,202796,5245,2,6706.77,0.2
1005022,202797,5009,1,26525.92,0.15
1005023,202797,5165,2,68412.72,0.0
1005024,202798,5050,1,56369.39,0.0
1005025,202798,5010,1,60450.29,0.05
1005026,202799,5157,1,45815.88,0.15
1005027,202800,5223,1,15891.41,0.3
1005028,202801,5212,1,4629.93,0.3
1005029,202802,5013,1,57044.0,0.15
1005030,202802,5158,1,49340.3,0.05
1005031,202802,5151,1,43889.88,0.2
1005032,202803,5030,2,17995.47,0.2
1005033,202804,5104,3,14643.7,0.1
1005034,202804,5083,1,70397.92,0.1
1005035,202804,5064,1,1071.6,0.05
1005036,202805,5188,1,12456.99,0.0
1005037,202805,5065,1,44735.77,0.1
1005038,202805,5226,1,19388.21,0.15
1005039,202806,5205,2,21516.5,0.3
1005040,202806,5211,1,39915.21,0.0
1005041,202807,5007,1,47064.17,0.2
1005042,202808,5195,1,58669.03,0.05
1005043,202808,5090,3,,0.0
1005044,202808,5159,1,21370.34,0.1
1005045,202808,5177,2,11970.85,0.0
1005046,202809,5077,2,12398.37,0.0
1005047,202809,5121,2,47126.38,0.0
1005048,202809,5188,1,12456.99,0.05
1005049,202809,5025,1,6471.89,0.2
1005050,202810,5101,1,33608.85,0.05
1005051,202811,5015,3,55259.57,0.0
1005052,202812,5021,1,64016.09,0.1
1005053,202813,5228,1,11245.05,0.2
1005054,202813,5012,1,10517.29,0.0
1005055,202813,5206,1,58467.83,0.1
1005056,202814,5173,1,66699.81,0.05
1005057,202814,5090,2,56217.93,0.05
1005058,202815,5024,2,62632.18,0.05
1005059,202816,5123,2,43855.11,0.2
1005060,202817,5229,1,62902.14,0.0
1005061,202818,5118,2,66285.61,0.0
1005062,202818,5206,2,58467.83,0.0
1005063,202818,5133,1,41441.71,0.15
1005064,202819,5202,4,60728.55,0.3
1005065,202820,5187,1,55244.46,0.15
1005066,202821,5062,1,375.72,0.0
1005067,202821,5139,1,32826.93,0.0
1005068,202821,5240,1,58420.25,0.15
1005069,202822,5201,1,46161.04,0.1
1005070,202823,5236,1,65747.31,0.05
1005071,202824,5089,1,36951.82,0.0
1005072,202824,5099,1,24134.72,0.0
1005073,202825,5119,2,28094.1,0.1
1005074,202825,5092,1,48185.45,0.1
1005075,202826,5143,1,50546.12,0.0
1005076,202826,5033,1,38233.95,0.1
1005077,202827,5181,1,37920.07,0.2
1005078,202827,5063,3,14380.12,0.1
1005079,202828,5107,1,32800.94,0.1
1005080,202828,5086,1,24264.53,0.15
1005081,202828,5119,1,28094.1,0.0
1005082,202828,5085,1,18689.28,0.15
1005083,202829,5215,3,32322.68,0.15
1005084,202830,5241,2,62669.92,0.0
1005085,202831,5041,1,31149.47,0.05
1005086,202832,5137,1,13069.65,0.0
1005087,202832,5006,1,14350.97,0.1
1005088,202832,5172,1,4239.47,0.0
1005089,202833,5186,1,18555.62,0.1
1005090,202834,5139,2,32826.93,0.0
1005091,202835,5114,1,10929.13,0.15
1005092,202836,5119,1,28094.1,0.1
1005093,202836,5005,1,17668.54,0.05
1005094,202837,5068,2,3208.18,0.0
1005095,202837,5138,1,50048.21,0.3
1005096,202837,5053,1,10893.77,0.0
1005097,202838,5183,1,16564.36,0.1
1005098,202839,5105,1,76837.69,0.3
1005099,202840,5125,1,6540.45,0.15
1005100,202841,5234,1,50648.36,0.0
1005101,202842,5159,4,21370.34,0.0
1005102,202843,5178,1,21213.16,0.1
1005103,202843,5108,3,33591.68,0.1
1005104,202843,5148,3,7089.4,0.2
1005105,202844,5244,3,21490.52,0.1
1005106,202845,5033,1,38233.95,0.2
1005107,202845,5208,1,53343.72,0.2
1005108,202845,5194,1,23915.3,0.0
1005109,202846,5037,1,14127.86,0.15
1005110,202847,5170,2,55818.22,0.1
1005111,202848,5142,1,42455.88,0.05
1005112,202849,5113,1,68865.43,0.1
1005113,202849,5166,1,59235.66,0.15
1005114,202849,5145,1,50582.17,0.3
1005115,202849,5125,2,6540.45,0.1
1005116,202850,5036,1,33706.56,0.0
1005117,202850,5225,1,44784.0,0.2
1005118,202851,5037,3,14127.86,0.0
1005119,202852,5062,1,375.72,0.3
1005120,202852,5062,2,375.72,0.15
1005121,202853,5213,1,33200.28,0.15
1005122,202854,5112,1,21588.83,0.1
1005123,202855,5052,3,30193.61,0.2
1005124,202855,5239,1,41858.94,0.1
1005125,202855,5250,1,59608.1,0.0
1005126,202856,5050,1,56369.39,0.15
1005127,202857,5160,1,11630.6,0.0
1005128,202858,5213,2,33200.28,0.05
1005129,202859,5187,1,55244.46,0.15
1005130,202859,5021,1,64016.09,0.1
1005131,202860,5079,2,6489.27,0.0
1005132,202861,5027,1,61682.23,0.3
1005133,202861,5161,1,67037.98,0.2
1005134,202861,5052,1,30193.61,0.0
1005135,202862,5138,1,50048.21,0.15
1005136,202863,5204,1,42499.16,0.1
1005137,202864,5038,2,4722.76,0.1
1005138,202864,5195,1,58669.03,0.0
1005139,202865,5216,1,4711.09,0.05
1005140,202866,5130,1,49364.28,0.05
1005141,202867,5065,1,44735.77,0.05
1005142,202867,5149,1,68869.07,0.05
1005143,202868,5074,1,56113.92,0.1
1005144,202868,5234,1,50648.36,0.1
1005145,202869,5171,1,52643.32,0.0
1005146,202869,5042,1,67874.77,0.0
1005147,202870,5184,1,39169.08,0.0
1005148,202871,5195,1,58669.03,0.0
1005149,202871,5086,1,24264.53,0.1
1005150,202871,5013,1,57044.0,0.1
1005151,202872,5017,2,17797.82,0.05
1005152,202872,5235,1,42939.39,0.0
1005153,202872,5047,3,8695.54,0.2
1005154,202872,5165,2,68412.72,0.0
1005155,202873,5029,2,68249.17,0.15
1005156,202873,5043,3,34705.96,0.05
1005157,202873,5194,1,23915.3,0.15
1005158,202873,5011,4,62902.32,0.3
1005159,202874,5065,1,44735.77,0.2
1005160,202875,5137,1,13069.65,0.15
1005161,202875,5236,3,65747.31,0.0
1005162,202875,5089,2,36951.82,0.2
1005163,202875,5208,1,53343.72,0.0
1005164,202876,5024,2,62632.18,0.05
1005165,202877,5054,1,4393.11,0.0
1005166,202877,5147,3,51457.87,0.1
1005167,202878,5123,2,43855.11,0.2
1005168,202878,5086,1,24264.53,0.0
1005169,202878,5181,2,37920.07,0.0
1005170,202879,5148,2,7089.4,0.3
1005171,202879,5064,3,1071.6,0.1
1005172,202880,5048,3,30119.24,0.1
1005173,202880,5086,1,24264.53,0.0
1005174,202881,5079,3,6489.27,0.15
1005175,202882,5050,1,56369.39,0.05
1005176,202882,5212,1,4629.93,0.05
1005177,202882,5165,1,68412.72,0.15
1005178,202882,5080,1,52513.0,0.1
1005179,202883,5006,3,14350.97,0.3
1005180,202883,5099,1,24134.72,0.2
1005181,202884,5108,1,33591.68,0.1
1005182,202885,5213,4,33200.28,0.0
1005183,202886,5199,2,1784.57,0.1
1005184,202887,5040,1,25999.86,0.0
1005185,202887,5112,2,21588.83,0.05
1005186,202887,5139,2,32826.93,0.05
1005187,202888,5231,1,38431.27,0.1
1005188,202889,5149,1,68869.07,0.0
1005189,202890,5074,4,56113.92,0.0
1005190,202891,5030,1,17995.47,0.05
1005191,202891,5020,3,44196.78,0.15
1005192,202891,5030,1,17995.47,0.0
1005193,202891,5117,1,23169.23,0.05
1005194,202892,5104,2,14643.7,0.15
1005195,202892,5104,1,14643.7,0.05
1005196,202893,5102,2,27858.4,0.05
1005197,202893,5008,1,35755.93,0.15
1005198,202894,5121,1,47126.38,0.05
1005199,202895,5246,1,61413.96,0.1
1005200,202895,5129,1,904.89,0.15
1005201,202896,5111,1,78486.91,0.1
1005202,202896,5187,1,55244.46,0.0
1005203,202897,5139,1,32826.93,0.0
1005204,202898,5056,3,4737.33,0.0
1005205,202898,5105,1,76837.69,0.1
1005206,202898,5124,1,40640.25,0.3
1005207,202899,5111,1,78486.91,0.15
1005208,202900,5044,1,12759.09,0.0
1005209,202901,5070,2,30502.3,0.05
1005210,202901,5107,1,32800.94,0.0
1005211,202901,5001,1,7130.66,0.0
1005212,202901,5040,2,25999.86,0.0
1005213,202902,5154,2,40723.49,0.0
1005214,202902,5226,2,19388.21,0.15
1005215,202903,5022,1,53244.52,0.05
1005216,202904,5174,1,33152.89,0.0
1005217,202904,5133,1,41441.71,0.1
1005218,202905,5157,1,45815.88,0.05
1005219,202905,5036,1,33706.56,0.1
1005220,202906,5028,1,18336.84,0.15
1005221,202906,5048,4,30119.24,0.0
1005222,202907,5150,1,41947.17,0.0
1005223,202907,5093,1,14025.22,0.05
1005224,202908,5094,1,50119.8,0.2
1005225,202909,5163,1,62863.52,0.1
1005226,202910,5166,2,59235.66,0.05
1005227,202911,5122,2,14520.43,0.1
1005228,202912,5173,4,66699.81,0.05
1005229,202912,5067,1,6663.94,0.15
1005230,202912,5162,1,14888.8,0.0
1005231,202913,5087,1,7226.79,0.05
1005232,202914,5247,1,32345.67,0.1
1005233,202914,5224,1,34512.87,0.05
1005234,202915,5239,2,41858.94,0.15
1005235,202915,5223,1,15891.41,0.0
1005236,202916,5128,1,73878.87,0.15
1005237,202916,5145,3,50582.17,0.0
1005238,202917,5131,2,18445.06,0.3
1005239,202917,5067,1,6663.94,0.15
1005240,202918,5022,1,53244.52,0.1
1005241,202919,5136,1,52780.54,0.0
1005242,202919,5046,2,32876.12,0.1
1005243,202919,5016,1,36681.19,0.1
1005244,202920,5162,1,14888.8,0.1
1005245,202921,5105,1,76837.69,0.2
1005246,202921,5234,3,50648.36,0.2
1005247,202922,5007,1,47064.17,0.05
1005248,202923,5045,1,61595.6,0.2
1005249,202923,5190,2,42358.86,0.0
1005250,202924,5117,1,23169.23,0.1
1005251,202924,5076,1,42231.66,0.1
1005252,202925,5214,1,72753.69,0.15
1005253,202925,5085,1,18689.28,0.0
1005254,202925,5225,1,44784.0,0.0
1005255,202925,5163,1,62863.52,0.0
1005256,202926,5204,1,42499.16,0.0
1005257,202926,5133,1,41441.71,0.1
1005258,202926,5094,1,50119.8,0.0
1005259,202927,5180,1,56074.46,0.0
1005260,202927,5141,1,63027.8,0.05
1005261,202927,5029,2,68249.17,0.1
1005262,202928,5041,1,31149.47,0.3
1005263,202928,5018,1,31948.2,0.15
1005264,202928,5127,2,29240.78,0.0
1005265,202928,5147,1,51457.87,0.1
1005266,202929,5112,3,21588.83,0.0
1005267,202929,5197,1,28049.13,0.15
1005268,202930,5108,1,33591.68,0.05
1005269,202930,5069,2,60943.44,0.0
1005270,202931,5080,1,52513.0,0.1
1005271,202931,5176,1,14371.6,0.1
1005272,202932,5008,2,35755.93,0.15
1005273,202933,5054,1,4393.11,0.05
1005274,202934,5195,2,58669.03,0.05
1005275,202934,5131,2,18445.06,0.1
1005276,202934,5054,2,4393.11,0.05
1005277,202935,5001,1,7130.66,0.0
1005278,202935,5069,1,60943.44,0.15
1005279,202936,5202,1,60728.55,0.3
1005280,202937,5081,1,15994.98,0.1
1005281,202938,5049,2,3400.6,0.15
1005282,202939,5205,3,21516.5,0.1
1005283,202939,5158,1,49340.3,0.1
1005284,202940,5062,1,375.72,0.1
1005285,202940,5139,1,32826.93,0.2
1005286,202940,5061,2,30127.71,0.0
1005287,202941,5108,2,33591.68,0.15
1005288,202941,5188,1,12456.99,0.1
1005289,202942,5176,2,14371.6,0.05
1005290,202942,5139,1,32826.93,0.0
1005291,202943,5119,1,28094.1,0.15
1005292,202944,5114,1,10929.13,0.2
1005293,202944,5192,1,37280.9,0.1
1005294,202945,5026,2,77725.16,0.0
1005295,202946,5089,1,36951.82,0.05
1005296,202946,5054,1,4393.11,0.0
1005297,202946,5096,2,34899.18,0.0
1005298,202947,5046,1,32876.12,0.05
1005299,202947,5002,1,38998.44,0.0
1005300,202947,5147,1,51457.87,0.1
1005301,202947,5055,1,52899.91,0.05
1005302,202948,5158,1,49340.3,0.15
1005303,202949,5014,1,7806.43,0.05
1005304,202950,5177,1,11970.85,0.3
1005305,202951,5172,1,4239.47,0.1
1005306,202952,5219,1,18158.38,0.0
1005307,202952,5003,1,75259.02,0.1
1005308,202952,5207,3,24287.8,0.05
1005309,202953,5188,1,12456.99,0.3
1005310,202954,5049,1,3400.6,0.05
1005311,202954,5027,1,61682.23,0.3
1005312,202954,5135,1,44860.92,0.15
1005313,202954,5209,1,36633.77,0.0
1005314,202955,5220,1,21967.48,0.3
1005315,202955,5145,1,50582.17,0.05
1005316,202956,5085,4,18689.28,0.0
1005317,202957,5228,1,11245.05,0.15
1005318,202957,5055,2,52899.91,0.1
1005319,202957,5105,1,76837.69,0.0
1005320,202957,5085,3,18689.28,0.0
1005321,202958,5153,1,54856.13,0.1
1005322,202959,5165,2,68412.72,0.05
1005323,202959,5172,1,4239.47,0.1
1005324,202959,5128,3,73878.87,0.15
1005325,202960,5050,3,56369.39,0.15
1005326,202961,5097,2,44773.25,0.15
1005327,202962,5234,1,50648.36,0.15
1005328,202963,5044,1,12759.09,0.05
1005329,202963,5077,1,12398.37,0.0
1005330,202964,5072,1,48183.37,0.05
1005331,202964,5249,3,37675.05,0.05
1005332,202965,5112,1,21588.83,0.0
1005333,202965,5101,1,33608.85,0.1
1005334,202965,5067,2,6663.94,0.15
1005335,202966,5165,1,68412.72,0.1
1005336,202966,5248,1,44253.8,0.05
1005337,202967,5212,2,4629.93,0.1
1005338,202968,5098,2,56166.19,
1005339,202969,5044,1,12759.09,0.3
1005340,202970,5008,3,35755.93,0.15
1005341,202970,5202,2,60728.55,0.05
1005342,202971,5117,1,23169.23,0.0
1005343,202971,5062,3,375.72,0.15
1005344,202972,5032,1,70716.73,0.1
1005345,202973,5228,2,11245.05,0.0
1005346,202974,5101,1,33608.85,0.3
1005347,202974,5038,3,4722.76,0.1
1005348,202975,5219,1,18158.38,0.1
1005349,202976,5169,3,16839.31,0.05
1005350,202977,5112,2,21588.83,0.05
1005351,202977,5234,1,50648.36,0.1
1005352,202978,5173,1,66699.81,0.1
1005353,202978,5041,1,31149.47,0.15
1005354,202978,5014,1,7806.43,0.15
1005355,202979,5217,2,9572.79,0.05
1005356,202979,5181,1,37920.07,0.0
1005357,202980,5056,2,4737.33,0.1
1005358,202980,5091,2,25689.04,0.15
1005359,202981,5224,3,34512.87,0.05
1005360,202981,5228,1,11245.05,0.0
1005361,202981,5059,1,60074.85,0.05
1005362,202982,5038,3,4722.76,0.05
1005363,202982,5249,1,37675.05,0.0
1005364,202983,5136,1,52780.54,0.3
1005365,202983,5037,1,14127.86,0.05
1005366,202983,5206,1,58467.83,0.1
1005367,202984,5058,1,59334.46,0.05
1005368,202985,5148,1,7089.4,0.15
1005369,202985,5089,3,36951.82,
1005370,202985,5101,1,33608.85,0.0
1005371,202985,5148,1,7089.4,0.15
1005372,202986,5137,1,13069.65,0.0
1005373,202986,5241,1,62669.92,0.1
1005374,202986,5238,1,23012.47,0.0
1005375,202987,5238,1,23012.47,0.0
1005376,202987,5137,1,13069.65,0.15
1005377,202987,5026,2,77725.16,0.05
1005378,202987,5077,1,12398.37,0.2
1005379,202988,5123,1,43855.11,0.15
1005380,202988,5132,1,18539.04,0.1
1005381,202988,5096,2,34899.18,0.05
1005382,202989,5002,2,38998.44,0.05
1005383,202989,5121,1,47126.38,0.0
1005384,202990,5113,1,68865.43,0.1
1005385,202991,5040,1,25999.86,0.1
1005386,202991,5078,2,34641.26,0.0
1005387,202991,5177,1,11970.85,0.0
1005388,202992,5103,1,68903.36,0.05
1005389,202993,5137,1,13069.65,0.0
1005390,202993,5178,2,21213.16,0.1
1005391,202993,5037,1,14127.86,0.05
1005392,202993,5151,1,43889.88,0.2
1005393,202994,5065,1,44735.77,0.0
1005394,202995,5085,1,18689.28,0.1
1005395,202995,5170,1,55818.22,0.2
1005396,202996,5127,1,29240.78,0.05
1005397,202996,5101,1,33608.85,0.0
1005398,202997,5246,1,61413.96,0.1
1005399,202998,5070,3,30502.3,0.0
1005400,202998,5145,1,50582.17,0.15
1005401,202998,5023,1,57019.3,0.0
1005402,202999,5012,3,10517.29,0.2
1005403,203000,5107,1,32800.94,0.15
1005404,203000,5250,4,59608.1,0.2
1005405,203001,5239,2,41858.94,0.1
1005406,203002,5088,1,21198.99,0.1
1005407,203003,5198,2,21725.27,0.1
1005408,203003,5214,1,72753.69,0.1
1005409,203003,5157,1,45815.88,0.0
1005410,203004,5071,1,1006.16,0.0
1005411,203004,5080,1,52513.0,0.1
1005412,203005,5175,1,18910.47,0.1
1005413,203006,5130,1,49364.28,0.05
1005414,203006,5028,3,18336.84,0.05
1005415,203006,5250,2,59608.1,0.0
1005416,203007,5001,2,7130.66,0.0
1005417,203008,5113,4,68865.43,0.0
1005418,203009,5108,3,33591.68,0.0
1005419,203010,5055,1,52899.91,0.2
1005420,203011,5235,1,42939.39,0.1
1005421,203012,5045,2,61595.6,0.1
1005422,203013,5103,1,68903.36,0.05
1005423,203014,5239,1,41858.94,0.3
1005424,203015,5145,1,50582.17,0.05
1005425,203015,5055,1,52899.91,0.0
1005426,203015,5105,2,76837.69,0.15
1005427,203016,5248,1,44253.8,0.15
1005428,203016,5220,1,21967.48,0.05
1005429,203016,5104,1,14643.7,0.1
1005430,203017,5151,2,43889.88,0.1
1005431,203017,5124,1,40640.25,0.1
1005432,203017,5172,1,4239.47,0.1
1005433,203018,5197,2,28049.13,0.15
1005434,203019,5133,2,41441.71,0.05
1005435,203019,5116,1,37580.28,0.0
1005436,203019,5239,1,41858.94,0.0
1005437,203020,5007,1,47064.17,0.2
1005438,203021,5005,2,17668.54,0.2
1005439,203021,5048,1,30119.24,0.05
1005440,203022,5242,3,39405.82,0.15
1005441,203022,5043,1,34705.96,0.0
1005442,203023,5063,1,14380.12,0.0
1005443,203024,5035,3,21801.91,0.0
1005444,203024,5245,2,6706.77,0.0
1005445,203024,5040,1,25999.86,0.0
1005446,203025,5126,1,60128.87,0.1
1005447,203026,5250,1,59608.1,0.0
1005448,203027,5059,2,60074.85,0.05
1005449,203027,5051,4,5515.2,0.0
1005450,203027,5196,1,21224.04,0.15
1005451,203028,5070,3,30502.3,0.1
1005452,203028,5026,1,77725.16,0.1
1005453,203028,5150,2,41947.17,0.15
1005454,203029,5049,3,3400.6,0.0
1005455,203029,5150,1,41947.17,0.05
1005456,203030,5123,3,43855.11,0.1
1005457,203031,5223,1,15891.41,0.1
1005458,203032,5034,1,19530.07,0.0
1005459,203033,5239,1,41858.94,0.0
1005460,203034,5072,1,48183.37,0.2
1005461,203035,5083,1,70397.92,0.15
1005462,203036,5083,1,70397.92,0.15
1005463,203036,5195,2,58669.03,0.05
1005464,203036,5170,2,55818.22,0.1
1005465,203037,5035,1,21801.91,0.15
1005466,203037,5048,1,30119.24,0.2
1005467,203037,5128,3,73878.87,0.2
1005468,203038,5019,1,53865.59,0.15
1005469,203038,5180,2,56074.46,0.0
1005470,203038,5243,1,50341.38,0.05
1005471,203039,5122,1,14520.43,0.05
1005472,203040,5101,3,33608.85,0.15
1005473,203041,5089,2,36951.82,0.0
1005474,203042,5122,1,14520.43,0.05
1005475,203043,5232,1,8228.77,0.2
1005476,203043,5047,1,8695.54,0.1
1005477,203044,5011,2,62902.32,0.1
1005478,203044,5084,2,61606.9,0.0
1005479,203045,5249,2,37675.05,0.15
1005480,203045,5160,2,11630.6,0.1
1005481,203046,5213,2,33200.28,0.2
1005482,203047,5064,4,1071.6,0.15
1005483,203048,5049,2,3400.6,0.1
1005484,203048,5122,1,14520.43,0.05
1005485,203049,5114,1,10929.13,0.0
1005486,203049,5047,2,8695.54,0.0
1005487,203050,5044,1,12759.09,0.0
1005488,203050,5094,2,50119.8,0.1
1005489,203051,5072,1,48183.37,0.05
1005490,203051,5060,1,33825.77,0.15
1005491,203052,5191,3,28565.45,0.0
1005492,203053,5063,1,14380.12,0.2
1005493,203053,5133,1,41441.71,0.2
1005494,203053,5036,1,33706.56,0.2
1005495,203053,5220,1,21967.48,0.1
1005496,203054,5234,1,50648.36,0.2
1005497,203055,5232,1,8228.77,0.15
1005498,203055,5030,1,17995.47,0.15
1005499,203055,5158,1,49340.3,0.15
1005500,203056,5223,1,15891.41,0.1
1005501,203056,5144,1,19583.16,0.1
1005502,203057,5141,1,63027.8,0.1
1005503,203057,5177,2,11970.85,0.2
1005504,203057,5097,2,44773.25,0.05
1005505,203058,5176,1,14371.6,0.0
1005506,203058,5016,1,36681.19,0.0
1005507,203058,5126,1,60128.87,0.0
1005508,203059,5107,1,32800.94,0.0
1005509,203059,5180,1,56074.46,0.1
1005510,203059,5041,1,31149.47,0.3
1005511,203060,5098,1,56166.19,0.1
1005512,203061,5188,1,12456.99,0.3
1005513,203061,5185,1,10012.67,0.1
1005514,203061,5241,1,62669.92,0.2
1005515,203062,5066,1,1408.49,0.0
1005516,203062,5045,2,61595.6,0.0
1005517,203062,5169,1,16839.31,0.3
1005518,203062,5210,1,33636.27,0.05
1005519,203063,5131,1,18445.06,0.05
1005520,203064,5207,1,24287.8,0.05
1005521,203065,5017,1,17797.82,0.2
1005522,203066,5014,1,7806.43,0.0
1005523,203066,5058,1,59334.46,0.15
1005524,203067,5233,1,56982.98,0.0
1005525,203068,5134,1,48738.85,0.0
1005526,203068,5167,1,4726.83,0.05
1005527,203069,5163,1,62863.52,0.05
1005528,203069,5099,1,24134.72,0.0
1005529,203070,5173,2,66699.81,0.0
1005530,203070,5190,1,42358.86,0.3
1005531,203070,5067,1,6663.94,0.3
1005532,203070,5103,3,68903.36,0.0
1005533,203071,5141,1,63027.8,0.15
1005534,203071,5149,3,68869.07,0.1
1005535,203071,5065,3,44735.77,0.3
1005536,203071,5067,2,6663.94,0.1
1005537,203072,5170,2,55818.22,0.05
1005538,203072,5246,2,61413.96,0.2
1005539,203072,5003,4,75259.02,0.1
1005540,203073,5004,1,29418.25,0.1
1005541,203074,5167,2,4726.83,0.3
1005542,203075,5012,1,10517.29,0.15
