return_id,order_id,product_id,return_date,return_reason,return_quantity,refund_amount
900869,212853,5099.0,2025-09-02,Damaged,2,38615.55
900870,212871,5202.0,2025-03-13,Quality Issue,1,57692.12
900871,212880,5121.0,2025-01-26,Quality Issue,2,37701.1
900872,212900,5064.0,2025-09-07,Changed Mind,2,1071.6
900873,212930,5029.0,2025-04-19,Damaged,1,58011.79
900874,212969,5013.0,2025-07-27,Late Delivery,2,54191.8
900875,212971,5047.0,2025-03-12,Damaged,1,8695.54
900876,212981,5217.0,2025-10-11,Quality Issue,2,19145.58
900877,212987,5150.0,2025-08-19,Size/Fit Issue,2,35655.09
900878,212992,5174.0,2025-05-13,Quality Issue,2,33152.89
900879,213024,5045.0,2025-06-23,Size/Fit Issue,1,52356.26
900880,213041,5082.0,2025-04-27,Changed Mind,1,41765.12
900881,213051,5166.0,2025-11-26,Changed Mind,1,50350.31
900882,213079,5168.0,2025-04-17,Damaged,2,42353.56
900883,213081,5007.0,2025-01-27,Late Delivery,1,44710.96
900884,213098,5194.0,2025-04-09,Changed Mind,2,20328.0
900885,213102,5081.0,2025-12-06,Size/Fit Issue,1,14395.48
900886,213142,5187.0,2026-01-04,Quality Issue,1,52482.24
900887,213191,5120.0,2025-10-04,Damaged,1,43909.6
900888,213193,5043.0,2025-07-05,Changed Mind,1,31235.36
900889,213195,5024.0,2025-01-30,Size/Fit Issue,2,56368.96
900890,213200,5112.0,2025-02-23,Size/Fit Issue,2,21588.83
900891,213203,5059.0,2025-11-06,Changed Mind,1,51063.62
900892,213219,5058.0,2025-03-20,Size/Fit Issue,2,53401.01
900893,213230,5059.0,2025-10-23,Size/Fit Issue,2,51063.62
900894,213242,5215.0,2025-10-24,Quality Issue,2,30706.55
900895,213253,5167.0,2025-09-14,Changed Mind,1,4726.83
900896,213254,5179.0,2025-09-11,Damaged,1,9901.39
900897,213255,5132.0,2025-07-11,Wrong Item,2,17612.09
900898,213289,5076.0,2025-07-29,Size/Fit Issue,1,33785.33
900899,213302,5189.0,2025-12-20,Late Delivery,2,6019.52
900900,213325,5161.0,2025-03-01,Late Delivery,2,107260.77
900901,213329,5166.0,2025-09-25,Size/Fit Issue,1,53312.09
900902,213333,5048.0,2025-12-15,Size/Fit Issue,1,24095.39
900903,213368,5041.0,2025-01-23,Damaged,2,62298.94
900904,213370,5113.0,2025-06-22,Wrong Item,1,61978.89
900905,213372,5018.0,2025-02-16,Size/Fit Issue,2,31948.2
900906,213377,5237.0,2025-08-22,Late Delivery,2,12313.82
900907,213380,5007.0,2025-07-13,Changed Mind,1,44710.96
900908,213394,5004.0,2025-08-25,Quality Issue,2,41185.55
900909,213402,5241.0,2025-01-05,Size/Fit Issue,1,53269.43
900910,213419,5078.0,2025-11-22,Size/Fit Issue,2,32909.2
900911,213441,5020.0,2025-07-22,Size/Fit Issue,1,37567.26
900912,213476,5049.0,2025-03-23,Size/Fit Issue,1,3230.57
900913,213477,5029.0,2025-06-29,Quality Issue,2,109198.67
900914,213495,5002.0,2025-04-05,Quality Issue,2,62397.5
900915,213502,5003.0,2025-04-06,Quality Issue,2,63970.17
900916,213516,5222.0,2025-07-24,Size/Fit Issue,1,35523.97
900917,213529,5083.0,2025-10-19,Changed Mind,1,49278.54
900918,213536,5151.0,2025-12-04,Size/Fit Issue,1,43889.88
900919,213546,5085.0,2025-09-14,Size/Fit Issue,2,37378.56
900920,213548,5205.0,2025-06-11,Wrong Item,2,43033.0
900921,213579,5144.0,2025-12-25,Changed Mind,2,13708.21
900922,213587,5026.0,2025-09-29,Quality Issue,1,73838.9
900923,213610,5130.0,2025-07-16,Size/Fit Issue,2,44427.85
900924,213611,5016.0,2025-02-02,Wrong Item,2,36681.19
900925,213613,5022.0,2025-08-26,Size/Fit Issue,2,95840.14
900926,213634,5082.0,2025-08-10,Size/Fit Issue,2,92811.38
900927,213642,5014.0,2025-10-05,Size/Fit Issue,2,13270.93
900928,213663,5003.0,2025-08-07,Damaged,1,63970.17
900929,213669,5095.0,2025-04-14,Quality Issue,2,26324.35
900930,213678,5077.0,2025-11-12,Damaged,1,12398.37
900931,213694,5075.0,2025-11-30,Size/Fit Issue,1,26407.44
900932,213701,5041.0,2025-12-07,Size/Fit Issue,1,29592.0
900933,213702,5001.0,2025-11-26,Wrong Item,1,7130.66
900934,213709,5206.0,2025-09-22,Quality Issue,2,52621.05
900935,213715,5105.0,2025-04-14,Changed Mind,2,65312.04
900936,213716,5136.0,2025-11-27,Quality Issue,1,50141.51
900937,213743,5233.0,2025-08-06,Damaged,1,48435.53
900938,213745,5233.0,2025-08-09,Wrong Item,2,51284.68
900939,213751,5130.0,2025-01-27,Wrong Item,1,44427.85
900940,213766,5145.0,2025-05-03,Quality Issue,2,70815.04
900941,213773,5132.0,2025-03-01,Damaged,1,14831.23
900942,213774,5058.0,2025-11-03,Wrong Item,2,112735.47
900943,213776,5077.0,2025-03-31,Size/Fit Issue,2,22317.07
900944,213789,5126.0,2025-02-05,Changed Mind,2,120257.74
900945,213802,5191.0,2025-01-27,Quality Issue,2,28565.45
900946,213836,5200.0,2025-04-23,Quality Issue,2,47242.21
900947,213837,5150.0,2025-07-14,Damaged,2,75504.91
900948,213866,5209.0,2025-02-24,Damaged,1,36633.77
900949,213868,5125.0,2025-06-20,Quality Issue,1,6213.43
900950,213881,5214.0,2025-05-15,Quality Issue,2,61840.64
900951,213882,5204.0,2026-01-06,Late Delivery,1,40374.2
900952,213887,5030.0,2025-02-16,Wrong Item,2,17995.47
900953,213902,5054.0,2025-12-08,Damaged,2,3734.14
900954,213906,5108.0,2025-05-22,Changed Mind,2,26873.34
900955,213933,5051.0,2025-12-10,Size/Fit Issue,2,4412.16
900956,213958,5131.0,2025-09-07,Quality Issue,1,15678.3
900957,213967,5025.0,2025-05-08,Late Delivery,1,6471.89
900958,213975,5012.0,2025-04-19,Wrong Item,2,8939.7
900959,213985,5010.0,2025-06-22,Quality Issue,1,57427.78
900960,213997,5003.0,2025-07-13,Late Delivery,2,67733.12
900961,214001,5001.0,2025-06-14,Damaged,2,6417.59
900962,214007,5047.0,2025-04-17,Quality Issue,1,8260.76
900963,214026,5125.0,2025-06-30,Size/Fit Issue,2,5559.38
900964,214031,5068.0,2025-09-09,Size/Fit Issue,1,3208.18
900965,214044,5200.0,2025-09-21,Changed Mind,1,23621.1
900966,214075,5144.0,2025-02-02,Size/Fit Issue,1,15666.53
900967,214083,5212.0,2025-05-17,Damaged,1,4398.43
900968,214086,5078.0,2025-12-18,Changed Mind,1,27713.01
900969,214094,5237.0,2025-04-05,Changed Mind,2,26076.33
900970,214109,5156.0,2025-10-19,Late Delivery,2,96347.74
900971,214110,5100.0,2025-03-05,Size/Fit Issue,2,5350.32
900972,214113,5135.0,2025-05-09,Size/Fit Issue,1,38131.78
900973,214119,5181.0,2025-08-31,Damaged,2,37920.07
900974,214129,5026.0,2025-09-28,Late Delivery,1,73838.9
900975,214136,5070.0,2025-11-07,Late Delivery,2,30502.3
900976,214149,5042.0,2025-08-03,Quality Issue,1,67874.77
900977,214151,5248.0,2025-10-06,Quality Issue,2,35403.04
900978,214157,5249.0,2025-03-18,Changed Mind,2,30140.04
900979,214182,5226.0,2025-06-19,Damaged,1,19388.21
900980,214201,5217.0,2025-08-09,Size/Fit Issue,2,9572.79
900981,214204,5044.0,2025-12-20,Damaged,1,12759.09
900982,214240,5043.0,2025-12-12,Wrong Item,1,32970.66
900983,214243,5231.0,2025-06-06,Wrong Item,2,65333.16
900984,214246,5176.0,2025-11-02,Quality Issue,1,14371.6
900985,214256,5003.0,2025-03-16,Changed Mind,1,63970.17
900986,214284,5207.0,2025-08-29,Size/Fit Issue,2,19430.24
900987,214313,5141.0,2026-01-04,Quality Issue,1,53573.63
900988,214317,5102.0,2025-08-17,Changed Mind,2,27858.4
900989,214318,5042.0,2025-02-14,Wrong Item,1,61087.29
900990,214324,5077.0,2025-03-09,Damaged,2,9918.7
900991,214339,5048.0,2025-05-10,Quality Issue,2,54214.63
900992,214363,5092.0,2025-08-31,Wrong Item,2,43366.9
900993,214374,5152.0,2025-03-18,Quality Issue,2,39798.26
900994,214403,5049.0,2025-03-08,Wrong Item,2,6461.14
900995,214406,5235.0,2025-11-23,Wrong Item,1,36498.48
900996,214421,5092.0,2025-08-05,Damaged,2,43366.9
900997,214427,5231.0,2025-11-02,Quality Issue,1,30745.02
900998,214442,5002.0,2025-09-08,Quality Issue,2,31198.75
900999,214458,5222.0,2025-12-22,Size/Fit Issue,1,31971.57
901000,214479,5098.0,2025-07-08,Quality Issue,1,50549.57
901001,214481,5168.0,2025-01-21,Quality Issue,2,44844.95
901002,214524,5016.0,2025-12-20,Size/Fit Issue,1,36681.19
901003,214540,5004.0,2025-07-07,Damaged,2,29418.25
901004,214543,5138.0,2025-05-14,Wrong Item,2,45043.39
901005,214545,5071.0,2025-10-19,Size/Fit Issue,1,1006.16
901006,214557,5128.0,2025-03-31,Quality Issue,1,59103.1
901007,214558,5134.0,2026-01-09,Late Delivery,1,46301.91
901008,214566,5107.0,2025-03-30,Wrong Item,1,27880.8
901009,214598,5022.0,2025-12-16,Quality Issue,2,45257.84
901010,214603,5140.0,2025-04-03,Wrong Item,2,64931.36
901011,214604,5100.0,2025-07-31,Quality Issue,2,5350.32
901012,214609,5035.0,2025-01-18,Wrong Item,1,19621.72
901013,214672,5002.0,2025-05-28,Size/Fit Issue,1,31198.75
901014,214688,5125.0,2025-12-24,Late Delivery,1,6540.45
901015,214726,5007.0,2025-06-01,Changed Mind,2,47064.17
901016,214763,5224.0,2026-01-08,Damaged,2,27610.3
901017,214786,5207.0,2025-04-05,Damaged,2,23073.41
901018,214787,5049.0,2025-01-25,Size/Fit Issue,1,3060.54
901019,214789,5236.0,2025-09-13,Damaged,1,59172.58
901020,214806,5157.0,2025-10-11,Quality Issue,1,36652.7
901021,214815,5166.0,2025-02-08,Size/Fit Issue,1,50350.31
901022,214823,5090.0,2025-08-26,Changed Mind,1,56217.93
901023,214832,5084.0,2025-10-23,Changed Mind,1,52365.86
901024,214836,5188.0,2025-09-28,Size/Fit Issue,1,12456.99
901025,214856,5249.0,2025-09-27,Wrong Item,2,75350.1
901026,214866,5210.0,2025-10-17,Quality Issue,2,31954.46
901027,214870,5036.0,2025-10-08,Size/Fit Issue,2,32021.23
901028,214895,5106.0,2025-09-30,Damaged,2,92550.22
901029,214899,5090.0,2025-12-05,Wrong Item,2,101192.27
901030,214909,5185.0,2025-04-27,Size/Fit Issue,1,10012.67
901031,214910,5106.0,2025-02-23,Size/Fit Issue,1,48710.64
901032,214920,5025.0,2025-04-23,Size/Fit Issue,2,6148.3
901033,214937,5202.0,2025-03-08,Damaged,1,54655.7
901034,214953,5017.0,2025-10-19,Quality Issue,1,16907.93
901035,214976,5041.0,2025-06-15,Quality Issue,2,31149.47
901036,214978,5137.0,2025-12-05,Size/Fit Issue,1,9148.75
901037,214992,5018.0,2025-09-17,Size/Fit Issue,2,28753.38
901038,215008,5049.0,2025-03-29,Changed Mind,2,3230.57
901039,215018,5134.0,2025-07-23,Size/Fit Issue,1,48738.85
901040,215028,5019.0,2025-12-12,Wrong Item,1,48479.03
901041,215062,5067.0,2026-01-11,Changed Mind,1,5664.35
901042,215064,5175.0,2025-05-04,Changed Mind,1,17964.95
901043,215081,5194.0,2025-10-14,Changed Mind,1,21523.77
901044,215104,5225.0,2025-08-07,Quality Issue,2,76132.8
901045,215111,5137.0,2025-04-19,Size/Fit Issue,1,11762.68
901046,215119,5113.0,2026-01-14,Changed Mind,1,48205.8
901047,215126,5091.0,2025-09-07,Wrong Item,1,24404.59
901048,215140,5130.0,2025-01-11,Quality Issue,2,83919.28
901049,215154,5190.0,2025-05-26,Damaged,2,84717.72
901050,215163,5160.0,2025-08-20,Late Delivery,2,11049.07
901051,215179,5033.0,2025-09-07,Late Delivery,1,30587.16
901052,215182,5186.0,2025-05-19,Size/Fit Issue,1,17627.84
901053,215203,5141.0,2025-07-20,Quality Issue,2,113450.04
901054,215210,5152.0,2025-11-09,Late Delivery,1,35818.43
901055,215230,5083.0,2025-03-10,Damaged,1,66878.02
901056,215284,5230.0,2025-12-12,Late Delivery,1,22521.75
901057,215300,5153.0,2025-08-21,Changed Mind,2,52113.32
901058,215320,5229.0,2025-05-26,Quality Issue,2,125804.28
901059,215323,5086.0,2025-03-11,Size/Fit Issue,2,48529.06
901060,215325,5052.0,2025-01-29,Size/Fit Issue,2,57367.86
901061,215350,5139.0,2025-02-10,Size/Fit Issue,1,31185.58
901062,215352,5159.0,2025-07-10,Quality Issue,2,18164.79
901063,215409,5247.0,2025-11-11,Wrong Item,1,32345.67
901064,215484,5239.0,2025-12-02,Quality Issue,1,39765.99
901065,215488,5213.0,2025-07-25,Wrong Item,1,29880.25
901066,215501,5044.0,2025-03-02,Changed Mind,1,10845.23
901067,215502,5139.0,2025-11-20,Late Delivery,1,29544.24
901068,215537,5025.0,2025-04-22,Damaged,1,5501.11
901069,215544,5165.0,2025-10-29,Changed Mind,1,54730.18
901070,215554,5219.0,2025-02-20,Damaged,2,34500.92
901071,215564,5235.0,2025-10-19,Size/Fit Issue,2,42939.39
901072,215597,5187.0,2025-08-12,Size/Fit Issue,1,46957.79
901073,215598,5054.0,2025-08-24,Quality Issue,2,4393.11
901074,215630,5205.0,2025-07-13,Size/Fit Issue,1,21516.5
901075,215634,5108.0,2025-03-31,Quality Issue,2,33591.68
901076,215641,5085.0,2025-09-02,Quality Issue,1,15885.89
901077,215643,5106.0,2025-05-13,Size/Fit Issue,1,46275.11
901078,215705,5121.0,2025-06-07,Changed Mind,1,44770.06
901079,215710,5139.0,2025-11-28,Size/Fit Issue,1,31185.58
901080,215720,5048.0,2025-11-02,Size/Fit Issue,1,24095.39
901081,215721,5089.0,2025-06-23,Quality Issue,2,29561.46
901082,215752,5125.0,2025-01-24,Damaged,1,5886.4
901083,215760,5140.0,2025-08-26,Quality Issue,1,34269.33
901084,215777,5249.0,2025-02-26,Damaged,2,37675.05
901085,215810,5220.0,2025-06-14,Changed Mind,2,20869.11
901086,215820,5179.0,2025-05-17,Size/Fit Issue,2,9901.39
901087,215844,5205.0,2025-04-11,Size/Fit Issue,1,19364.85
901088,215848,5052.0,2025-09-21,Late Delivery,2,27174.25
901089,215856,5104.0,2025-07-08,Damaged,1,14643.7
901090,215862,5057.0,2025-04-23,Damaged,2,36391.38
901091,215865,5114.0,2025-01-31,Damaged,2,7650.39
901092,215895,5238.0,2025-03-22,Size/Fit Issue,2,39121.2
901093,215900,5211.0,2025-08-13,Damaged,2,67855.86
901094,215922,5002.0,2026-01-21,Quality Issue,1,38998.44
901095,215924,5033.0,2025-01-27,Quality Issue,2,72644.5
901096,215931,5223.0,2025-11-09,Quality Issue,2,15096.84
901097,215932,5236.0,2025-12-26,Late Delivery,1,55885.21
901098,215934,5015.0,2025-04-21,Quality Issue,1,55259.57
901099,215939,5159.0,2025-09-29,Late Delivery,1,18164.79
901100,215952,5022.0,2025-11-09,Late Delivery,2,47920.07
901101,215979,5014.0,2025-12-27,Quality Issue,2,7025.79
901102,215981,5147.0,2025-11-19,Damaged,1,51457.87
901103,215986,5246.0,2025-12-29,Quality Issue,1,58343.26
901104,216007,5211.0,2025-02-21,Quality Issue,2,79830.42
901105,216023,5071.0,2025-06-18,Changed Mind,1,905.54
901106,216049,5108.0,2025-12-22,Size/Fit Issue,1,30232.51
901107,216054,5161.0,2025-09-22,Changed Mind,1,67037.98
901108,216056,5030.0,2025-03-21,Quality Issue,2,12596.83
901109,216085,5172.0,2025-05-01,Changed Mind,2,3815.52
901110,216107,5070.0,2025-01-29,Damaged,2,48803.68
901111,216111,5097.0,2025-04-13,Late Delivery,2,31341.27
901112,216114,5197.0,2025-10-10,Damaged,2,26646.67
901113,216127,5087.0,2025-06-13,Damaged,1,6504.11
901114,216135,5168.0,2025-06-29,Wrong Item,2,94672.67
901115,216178,5183.0,2025-10-29,Quality Issue,1,14907.92
901116,216179,5013.0,2025-07-15,Wrong Item,1,39930.8
901117,216180,5137.0,2025-03-09,Size/Fit Issue,1,11109.2
901118,216195,5194.0,2025-10-05,Damaged,1,21523.77
901119,216208,5174.0,2025-07-18,Changed Mind,1,33152.89
901120,216224,5119.0,2025-12-25,Damaged,2,44950.56
901121,216249,5171.0,2025-03-05,Changed Mind,1,50011.15
901122,216251,5117.0,2025-12-18,Late Delivery,2,23169.23
901123,216262,5088.0,2026-01-16,Damaged,1,16959.19
901124,216268,5099.0,2025-10-19,Size/Fit Issue,2,48269.44
901125,216273,5176.0,2025-07-11,Quality Issue,1,14371.6
901126,216282,5058.0,2025-07-02,Quality Issue,2,59334.46
901127,216304,5022.0,2025-12-03,Size/Fit Issue,1,53244.52
901128,216308,5037.0,2025-08-29,Wrong Item,1,12008.68
901129,216315,5156.0,2025-07-20,Size/Fit Issue,2,51007.63
901130,216322,5160.0,2025-10-23,Quality Issue,1,11630.6
901131,216341,5135.0,2025-11-21,Changed Mind,1,38131.78
901132,216346,5135.0,2025-11-01,Damaged,2,
901133,216350,5074.0,2026-01-18,Size/Fit Issue,2,50502.53
901134,216360,5097.0,2025-01-13,Wrong Item,2,89546.5
901135,216365,5032.0,2025-12-10,Damaged,2,67180.89
901136,216389,5166.0,2025-06-01,Damaged,1,56273.88
901137,216393,5096.0,2025-07-10,Size/Fit Issue,1,34899.18
901138,216398,5177.0,2025-07-29,Wrong Item,1,9576.68
901139,216411,5031.0,2025-07-05,Damaged,1,50468.0
901140,216428,5130.0,2025-11-29,Late Delivery,1,44427.85
901141,216433,5145.0,2025-06-04,Quality Issue,2,42994.84
901142,216434,5153.0,2025-06-13,Damaged,2,54856.13
901143,216459,5183.0,2025-10-14,Size/Fit Issue,1,15736.14
901144,216465,5177.0,2025-01-09,Changed Mind,2,10773.77
901145,216474,5233.0,2025-11-03,Changed Mind,2,96871.07
901146,216485,5047.0,2025-09-26,Late Delivery,2,7825.99
901147,216528,5180.0,2025-09-26,Damaged,2,53270.74
901148,216555,5074.0,2025-05-12,Changed Mind,2,50502.53
901149,216592,5178.0,2025-10-25,Size/Fit Issue,2,21213.16
901150,216624,5211.0,2025-06-04,Quality Issue,2,71847.38
901151,216625,5115.0,2025-10-31,Changed Mind,2,67383.95
901152,216638,5141.0,2025-09-23,Changed Mind,1,63027.8
901153,216649,5077.0,2025-03-18,Size/Fit Issue,1,11778.45
901154,216651,5009.0,2025-10-21,Quality Issue,1,18568.14
901155,216656,5116.0,2025-05-04,Quality Issue,2,35701.27
901156,216657,5121.0,2025-09-12,Size/Fit Issue,1,47126.38
901157,216666,5199.0,2025-11-18,Quality Issue,1,1784.57
901158,216670,5025.0,2025-02-04,Changed Mind,2,5824.7
901159,216754,5131.0,2025-03-16,Changed Mind,2,16600.55
901160,216765,5208.0,2025-07-29,Changed Mind,1,48009.35
901161,216783,5135.0,2025-06-10,Wrong Item,2,38131.78
901162,216803,5095.0,2025-03-16,Size/Fit Issue,1,14624.64
901163,216831,5138.0,2025-08-11,Size/Fit Issue,2,50048.21
901164,216843,5084.0,2025-12-14,Quality Issue,2,104731.73
901165,216849,5021.0,2025-06-23,Late Delivery,2,121630.57
901166,216859,5232.0,2025-12-19,Late Delivery,1,7405.89
901167,216880,5019.0,2025-06-25,Damaged,1,53865.59
901168,216882,5191.0,2025-07-06,Changed Mind,2,57130.9
901169,216895,5114.0,2025-06-13,Quality Issue,1,10929.13
901170,216957,5087.0,2025-11-08,Size/Fit Issue,1,6504.11
901171,216974,5154.0,2025-06-11,Size/Fit Issue,1,36651.14
901172,216977,5090.0,2025-08-20,Damaged,1,53407.03
901173,216979,5125.0,2025-08-12,Size/Fit Issue,2,5232.36
901174,216980,5089.0,2025-04-01,Size/Fit Issue,1,36951.82
901175,217015,5179.0,2025-04-30,Wrong Item,2,22003.08
901176,217041,5064.0,2025-06-14,Damaged,1,964.44
901177,217049,5183.0,2025-04-28,Changed Mind,2,15736.14
901178,217074,5168.0,2025-09-09,Changed Mind,2,42353.56
901179,217092,5244.0,2025-01-21,Size/Fit Issue,1,17192.42
901180,217100,5041.0,2025-10-23,Quality Issue,1,29592.0
901181,217105,5038.0,2025-10-07,Late Delivery,1,4014.35
901182,217109,5186.0,2025-04-02,Quality Issue,1,16700.06
901183,217127,5132.0,2025-03-31,Size/Fit Issue,2,18539.04
901184,217130,5119.0,2025-05-17,Changed Mind,2,50569.38
901185,217145,5083.0,2025-10-12,Quality Issue,2,70397.92
901186,217169,5016.0,2025-06-14,Size/Fit Issue,2,36681.19
901187,217213,5011.0,2025-12-07,Late Delivery,1,62902.32
901188,217246,5217.0,2025-12-16,Late Delivery,2,9572.79
901189,217269,5061.0,2025-12-24,Changed Mind,2,60255.42
901190,217286,5069.0,2025-01-24,Late Delivery,2,109698.19
901191,217308,5094.0,2025-10-20,Damaged,2,45107.82
901192,217314,5151.0,2025-08-04,Quality Issue,1,43889.88
901193,217316,5103.0,2025-07-10,Damaged,2,65458.19
901194,217318,5135.0,2025-07-16,Size/Fit Issue,1,42617.87
901195,217346,5159.0,2025-08-31,Late Delivery,2,18164.79
901196,217348,5188.0,2025-03-04,Changed Mind,1,10588.44
901197,217363,5022.0,2025-09-17,Size/Fit Issue,2,45257.84
901198,217366,5200.0,2025-04-12,Changed Mind,2,47242.21
901199,217375,5022.0,2025-05-29,Wrong Item,1,42595.62
901200,217382,5034.0,2025-12-21,Quality Issue,1,16600.56
901201,217392,5070.0,2025-12-16,Quality Issue,1,30502.3
901202,217417,5084.0,2025-09-05,Wrong Item,2,123213.8
901203,217422,5112.0,2025-09-25,Late Delivery,2,17271.06
901204,217452,5242.0,2025-11-17,Damaged,1,31524.66
901205,217474,5031.0,2025-07-01,Damaged,2,118748.24
901206,217481,5230.0,2025-11-20,Size/Fit Issue,2,22521.75
901207,217485,5019.0,2025-04-20,Size/Fit Issue,1,48479.03
901208,217509,5134.0,2025-03-15,Damaged,2,48738.85
901209,217515,5023.0,2025-08-23,Changed Mind,2,91230.88
901210,217518,5228.0,2025-05-10,Quality Issue,1,10120.55
901211,217573,5032.0,2025-11-10,Late Delivery,1,60109.22
901212,217582,5144.0,2025-04-27,Size/Fit Issue,2,16645.69
901213,217585,5067.0,2025-11-05,Size/Fit Issue,2,5997.55
901214,217589,5158.0,2025-08-09,Size/Fit Issue,1,41939.26
901215,217590,5147.0,2025-02-24,Changed Mind,1,51457.87
901216,217601,5105.0,2025-12-07,Changed Mind,2,72995.81
901217,217616,5187.0,2025-07-09,Size/Fit Issue,1,49720.01
901218,217621,5126.0,2025-04-01,Quality Issue,2,120257.74
901219,217625,5226.0,2025-12-30,Late Delivery,1,19388.21
901220,217663,5241.0,2025-03-16,Quality Issue,1,56402.93
901221,217681,5010.0,2025-02-08,Size/Fit Issue,2,57427.78
901222,217689,5137.0,2025-12-22,Quality Issue,1,13069.65
901223,217713,5193.0,2025-05-12,Damaged,1,40300.37
901224,217718,5185.0,2025-12-16,Changed Mind,2,16020.27
901225,217723,5033.0,2025-04-25,Wrong Item,2,36322.25
901226,217729,5215.0,2025-10-04,Size/Fit Issue,2,29090.41
901227,217762,5108.0,2025-07-21,Late Delivery,2,30232.51
901228,217768,5223.0,2025-11-06,Changed Mind,2,12713.13
901229,217810,5109.0,2025-03-24,Damaged,1,63208.58
901230,217816,5053.0,2025-10-08,Damaged,2,19608.79
901231,217835,5106.0,2025-06-23,Changed Mind,2,82808.09
901232,217853,5207.0,2025-10-16,Size/Fit Issue,2,38860.48
901233,217854,5193.0,2026-01-11,Changed Mind,2,72540.67
901234,217855,5110.0,2025-03-16,Damaged,2,48948.99
901235,217864,5149.0,2025-03-04,Changed Mind,1,58538.71
901236,217872,5044.0,2025-09-04,Damaged,1,10207.27
901237,217874,5068.0,2025-11-16,Changed Mind,1,2726.95
901238,217876,5163.0,2025-11-10,Changed Mind,2,59720.34
901239,217887,5076.0,2025-07-18,Changed Mind,1,42231.66
901240,217920,5027.0,2025-03-29,Late Delivery,2,55514.01
901241,217925,5189.0,2025-05-28,Size/Fit Issue,1,3009.76
901242,217943,5110.0,2025-09-13,Size/Fit Issue,2,82440.4
901243,217961,5124.0,2025-06-13,Size/Fit Issue,1,40640.25
901244,217962,5151.0,2025-03-07,Changed Mind,2,39500.89
901245,217963,5163.0,2025-02-26,Wrong Item,1,50290.82
901246,217966,5208.0,2025-12-29,Size/Fit Issue,1,37340.6
901247,217967,5006.0,2025-08-20,Damaged,1,12198.32
901248,217994,5118.0,2025-10-01,Changed Mind,2,59657.05
901249,217995,5079.0,2025-09-06,Quality Issue,1,4542.49
901250,218024,5140.0,2025-07-18,Size/Fit Issue,2,72145.96
901251,218027,5026.0,2025-08-24,Size/Fit Issue,1,66066.39
901252,218053,5238.0,2025-04-07,Late Delivery,2,46024.94
901253,218109,5224.0,2025-02-20,Size/Fit Issue,2,29335.94
901254,218121,5008.0,2025-09-05,Size/Fit Issue,1,35755.93
901255,218126,5203.0,2025-10-05,Size/Fit Issue,2,50008.33
901256,218128,5025.0,2025-12-01,Size/Fit Issue,2,12943.78
901257,218152,5105.0,2025-04-24,Quality Issue,1,69153.92
901258,218181,5195.0,2025-11-24,Quality Issue,2,49868.68
901259,218184,5208.0,2025-09-18,Damaged,1,53343.72
901260,218211,5184.0,2025-01-31,Changed Mind,2,35252.17
901261,218214,5081.0,2025-08-05,Size/Fit Issue,2,15195.23
901262,218240,5088.0,2025-04-13,Quality Issue,2,21198.99
901263,218247,5099.0,2025-09-12,Damaged,2,38615.55
901264,218250,5021.0,2025-07-30,Damaged,1,57614.48
901265,218254,5151.0,2026-01-01,Wrong Item,1,35111.9
901266,218312,5039.0,2025-04-14,Size/Fit Issue,1,50037.66
901267,218315,5180.0,2025-08-03,Wrong Item,1,56074.46
901268,218358,5040.0,2025-01-15,Changed Mind,1,20799.89
901269,218363,5152.0,2025-03-19,Size/Fit Issue,1,31838.61
901270,218406,5108.0,2025-07-06,Quality Issue,2,63824.19
901271,218417,5111.0,2025-11-15,Size/Fit Issue,2,149125.13
901272,218434,5129.0,2025-10-13,Size/Fit Issue,1,769.16
901273,218440,5187.0,2025-06-17,Size/Fit Issue,2,55244.46
901274,218475,5188.0,2025-01-28,Changed Mind,2,11834.14
901275,218493,5105.0,2025-09-07,Damaged,1,76837.69
901276,218551,5041.0,2025-04-09,Quality Issue,2,62298.94
901277,218554,5083.0,2025-01-21,Damaged,1,56318.34
901278,218556,5107.0,2025-09-14,Quality Issue,2,27880.8
901279,218581,5190.0,2025-11-21,Quality Issue,1,40240.92
901280,218588,5177.0,2025-08-16,Size/Fit Issue,2,21547.53
901281,218609,5236.0,2025-09-23,Wrong Item,1,62459.94
901282,218647,5142.0,2025-11-01,Size/Fit Issue,1,33964.7
901283,218655,5093.0,2025-02-19,Damaged,1,14025.22
901284,218672,5012.0,2025-06-03,Quality Issue,1,9465.56
901285,218700,5193.0,2025-05-27,Changed Mind,1,32240.3
901286,218710,5071.0,2025-07-02,Changed Mind,2,855.24
901287,218712,5212.0,2025-09-18,Late Delivery,2,4629.93
901288,218715,5040.0,2025-06-12,Late Delivery,2,22099.88
901289,218739,5127.0,2025-09-14,Damaged,2,24854.66
901290,218766,5227.0,2025-12-14,Late Delivery,1,33870.45
901291,218767,5018.0,2025-10-13,Size/Fit Issue,1,31948.2
901292,218773,5030.0,2025-09-11,Quality Issue,1,15296.15
901293,218777,5031.0,2025-12-02,Size/Fit Issue,2,106873.42
901294,218779,5152.0,2025-01-26,Size/Fit Issue,2,67657.04
901295,218781,5109.0,2025-05-29,Late Delivery,1,59697.0
901296,218790,5242.0,2026-01-12,Size/Fit Issue,2,35465.24
901297,218800,5061.0,2025-03-08,Wrong Item,2,42178.79
901298,218808,5076.0,2025-12-21,Size/Fit Issue,1,38008.49
