order_id,payment_date,payment_status,payment_amount
203981,2025-10-25,paid,195341.06
203982,2025-04-21,paid,40374.83
203983,2025-07-26,paid,47609.92
203984,2025-12-04,paid,31341.28
203985,2025-03-12,paid,43781.98
203986,2025-04-09,paid,108795.74
203987,2025-01-07,paid,89272.1
203988,2025-07-05,paid,274422.98
203989,2025-07-23,paid,193944.02
203990,2025-01-13,paid,52496.59
203991,2025-08-29,refunded,77967.96
203992,2025-11-29,paid,84945.47
203993,2025-10-08,paid,206416.37
203994,2025-04-26,paid,213355.65
203995,2025-07-29,paid,36329.58
203996,2025-11-17,paid,165995.04
203997,2025-05-13,paid,193820.0
203998,2025-08-12,paid,144273.51
203999,2025-12-13,paid,18568.14
204000,2025-06-30,paid,97116.3
204001,2025-01-30,refunded,45107.82
204002,2025-07-12,paid,117995.89
204003,2025-10-29,paid,15772.81
204004,2025-09-13,refunded,82539.72
204005,2025-04-23,refunded,110599.67
204006,2025-07-15,paid,29445.07
204007,2025-05-06,paid,170647.74
204008,2025-04-01,paid,39205.16
204009,2025-05-19,paid,26407.44
204010,2025-10-10,paid,196466.51
204011,2025-08-20,paid,42604.05
204012,2025-05-28,paid,180713.49
204013,2025-08-30,paid,30247.96
204014,2025-01-31,paid,32404.86
204015,2025-09-19,refunded,68792.02
204016,2025-03-04,paid,116576.58
204017,2025-04-01,paid,203811.39
204018,2025-04-12,paid,28522.49
204019,2025-10-25,paid,55514.01
204020,2025-10-08,paid,86355.32
204021,2025-05-01,paid,53936.54
204022,2025-08-31,failed,12223.1
204023,2026-01-02,paid,36087.5
204024,2025-03-18,refunded,109960.39
204025,2025-09-30,refunded,40300.37
204026,2025-03-02,paid,87271.24
204027,2025-09-07,paid,121986.92
204028,2025-04-07,paid,19429.95
204029,2025-02-16,paid,66987.77
204030,2025-10-21,paid,85089.6
204031,2025-09-16,paid,225371.07
204032,2025-11-02,refunded,270195.52
204033,2025-09-17,paid,30728.39
204034,2025-09-04,paid,74119.59
204035,2025-08-30,paid,70308.44
204036,2025-05-11,paid,116529.52
204037,2025-07-22,paid,45203.46
204038,2025-10-03,refunded,140951.22
204039,2025-07-26,paid,55514.01
204040,2025-02-10,paid,114393.57
204041,2026-01-01,paid,34641.26
204042,2025-11-19,paid,75200.22
204043,2025-12-12,refunded,109905.5
204044,2025-11-17,paid,26465.48
204045,2025-02-27,paid,80979.74
204046,2025-06-10,paid,58525.64
204047,2025-11-21,paid,855.24
204048,2025-04-06,failed,125945.55
204049,2025-04-26,paid,109217.27
204050,2025-08-03,paid,814.4
204051,2025-03-30,paid,171057.9
204052,2025-11-03,paid,17380.22
204053,2025-09-26,paid,47709.88
204054,2025-02-15,paid,100415.37
204055,2025-03-24,paid,154386.58
204056,2025-07-30,paid,66938.52
204057,2025-12-15,paid,84603.99
204058,2025-01-09,paid,70847.94
204059,2025-06-08,paid,103370.56
204060,2025-12-14,paid,40004.54
204061,2025-07-11,paid,195334.34
204062,2025-11-16,paid,33135.33
204063,2025-05-12,paid,178501.71
204064,2025-08-04,paid,8008.85
204065,2025-04-28,paid,96366.74
204066,2025-05-03,paid,14888.8
204067,2025-12-26,paid,12456.99
204068,2025-11-29,paid,81988.75
204069,2025-11-16,paid,35416.86
204070,2025-12-31,paid,41234.29
204071,2025-07-12,paid,152732.38
204072,2025-05-29,paid,67383.95
204073,2025-01-30,refunded,129290.72
204074,2025-05-07,refunded,346920.63
204075,2025-03-21,paid,10773.77
204076,2025-03-16,paid,24172.41
204077,2025-12-26,failed,134160.59
204078,2025-07-05,failed,133682.69
204079,2025-02-11,paid,14380.12
204080,2025-08-24,paid,91177.62
204081,2025-09-08,paid,31406.94
204082,2025-11-28,paid,4173.45
204083,2025-05-11,paid,48115.94
204084,2025-01-08,paid,4239.47
204085,2025-12-14,paid,29090.41
204086,2025-09-18,paid,26345.71
204087,2025-09-04,paid,107431.19
204088,2025-12-17,paid,43909.6
204089,2025-03-19,paid,40157.31
204090,2025-12-05,paid,390835.03
204091,2025-04-28,refunded,68869.07
204092,2025-01-06,paid,63600.55
204093,2025-05-11,paid,151521.52
204094,2025-08-15,failed,78347.5
204095,2025-05-08,paid,110622.02
204096,2025-01-11,paid,301335.24
204097,2025-11-21,paid,117215.3
204098,2025-05-01,paid,107284.05
204099,2025-12-13,paid,95275.0
204100,2025-07-10,paid,142992.14
204101,2025-05-20,paid,67133.66
204102,2025-05-05,paid,117071.23
204103,2025-08-13,paid,80610.01
204104,2025-11-26,paid,94252.76
204105,2025-11-02,paid,32345.67
204106,2025-09-16,paid,62496.06
204107,2025-03-11,paid,1071.6
204108,2025-03-26,paid,59830.94
204109,2025-03-06,paid,149224.72
204110,2025-01-16,paid,45815.88
204111,2025-05-04,paid,18640.28
204112,2025-10-08,paid,39072.75
204113,2025-05-03,paid,62586.99
204114,2025-03-18,paid,146980.31
204115,2025-10-01,paid,25265.72
204116,2025-05-28,paid,201340.47
204117,2025-09-26,failed,99066.63
204118,2025-02-26,paid,39105.49
204119,2025-08-08,paid,33176.13
204120,2025-06-23,paid,223440.9
204121,2025-02-09,paid,165952.79
204122,2025-12-26,failed,251064.39
204123,2025-06-11,paid,114088.0
204124,2025-12-27,paid,47824.31
204125,2025-02-03,paid,77096.72
204126,2025-09-06,paid,113427.7
204127,2025-05-09,paid,96613.35
204128,2025-10-18,paid,77725.16
204129,2025-02-05,paid,163125.34
204130,2025-12-14,failed,298189.99
204131,2025-03-08,paid,162347.95
204132,2025-10-13,paid,200945.59
204133,2025-06-08,paid,56074.46
204134,2025-02-14,paid,44845.39
204135,2025-10-04,paid,17627.84
204136,2025-05-01,paid,141276.44
204137,2025-07-14,paid,29307.02
204138,2025-12-22,paid,162048.77
204139,2025-02-01,paid,258394.67
204140,2025-12-23,paid,49697.66
204141,2025-01-19,paid,66946.94
204142,2025-10-15,paid,25999.86
204143,2025-03-16,paid,92395.83
204144,2025-03-17,paid,87505.14
204145,2025-07-09,paid,106903.54
204146,2025-06-28,paid,234455.12
204147,2025-12-05,paid,124522.06
204148,2025-11-05,paid,42357.75
204149,2025-05-20,paid,42358.86
204150,2025-06-13,paid,169529.14
204151,2025-10-19,paid,248938.78
204152,2025-02-16,paid,265976.61
204153,2025-01-27,paid,139905.29
204154,2025-12-05,refunded,85688.78
204155,2025-10-12,paid,5664.35
204156,2025-06-25,paid,81911.73
204157,2025-11-06,paid,33557.74
204158,2025-09-20,paid,99722.38
204159,2025-08-21,paid,59521.12
204160,2025-07-12,paid,12942.11
204161,2025-04-30,paid,112547.75
204162,2025-02-24,paid,18199.9
204163,2025-07-12,paid,179391.8
204164,2025-03-01,paid,203437.06
204165,2025-01-14,paid,166388.19
204166,2025-09-17,failed,39444.84
204167,2025-09-27,paid,24103.96
204168,2025-05-21,paid,62902.32
204169,2025-05-23,paid,170025.42
204170,2025-04-24,paid,12398.37
204171,2025-09-24,paid,63758.5
204172,2025-12-12,paid,59334.46
204173,2025-01-12,failed,3212.23
204174,2025-04-09,paid,115026.59
204175,2025-01-23,paid,6617.56
204176,2025-08-27,paid,60531.67
204177,2025-04-21,paid,261832.77
204178,2025-09-20,paid,221044.93
204179,2025-11-21,paid,14453.58
204180,2025-06-10,paid,150718.26
204181,2025-08-10,paid,52578.22
204182,2025-06-23,paid,32498.86
204183,2025-04-05,paid,37078.08
204184,2025-05-02,failed,63943.15
204185,2025-10-27,paid,176204.47
204186,2025-07-18,paid,88486.33
204187,2025-02-20,paid,50008.33
204188,2025-11-14,failed,47613.81
204189,2025-11-03,paid,28536.16
204190,2025-01-22,paid,74681.21
204191,2025-01-30,paid,20266.46
204192,2025-10-27,paid,2627.17
204193,2025-03-29,paid,33973.33
204194,2025-08-21,paid,268569.5
204195,2025-06-08,paid,21838.08
204196,2025-07-01,paid,255382.21
204197,2025-04-24,paid,134156.51
204198,2025-05-20,paid,132077.19
204199,2025-01-12,paid,55446.21
204200,2025-10-20,paid,104706.97
204201,2025-08-26,paid,43068.84
204202,2025-05-13,paid,34802.08
204203,2025-11-28,paid,18672.36
204204,2025-07-06,paid,53312.09
204205,2025-10-22,paid,22702.04
204206,2025-07-27,paid,6330.74
204207,2025-09-07,paid,170364.5
204208,2025-12-16,paid,6330.74
204209,2025-11-20,paid,57692.12
204210,2025-03-30,paid,55499.24
204211,2025-12-27,paid,52601.79
204212,2025-12-31,refunded,27174.25
204213,2025-02-08,paid,26407.44
204214,2025-01-07,paid,117652.49
204215,2025-08-23,paid,251560.44
204216,2025-11-28,paid,53436.71
204217,2025-09-29,paid,148865.11
204218,2025-03-13,paid,146042.06
204219,2025-01-10,paid,47378.99
204220,2025-06-06,paid,17192.42
204221,2025-10-23,paid,263175.96
204222,2025-10-16,paid,176426.33
204223,2025-12-28,paid,49976.24
204224,2025-03-15,paid,31198.75
204225,2025-01-13,paid,55594.87
204226,2025-12-04,paid,29418.25
204227,2025-04-25,paid,42358.86
204228,2025-02-01,paid,6956.43
204229,2025-02-05,paid,189496.48
204230,2025-12-12,paid,255916.33
204231,2025-08-18,paid,19583.16
204232,2025-10-04,paid,67495.54
204233,2025-04-17,paid,45766.32
204234,2025-10-15,failed,302856.31
204235,2025-09-10,paid,70448.63
204236,2025-03-05,paid,114856.05
204237,2025-02-14,paid,97493.0
204238,2025-05-29,paid,120832.63
204239,2025-02-15,paid,101385.98
204240,2025-06-26,refunded,65425.62
204241,2025-06-03,paid,100971.23
204242,2025-09-19,paid,107140.5
204243,2025-05-16,paid,236784.34
204244,2025-10-16,paid,151106.96
204245,2025-06-05,paid,144159.18
204246,2025-12-01,paid,145544.82
204247,2025-08-30,paid,47588.69
204248,2025-11-27,paid,133332.1
204249,2025-05-09,paid,101099.14
204250,2025-07-12,paid,15678.3
204251,2025-09-29,paid,111093.67
204252,2025-05-03,paid,12198.32
204253,2025-05-26,refunded,57693.55
204254,2025-06-04,paid,57130.9
204255,2025-06-06,paid,66713.87
204256,2025-06-05,paid,5515.88
204257,2025-04-12,paid,178501.71
204258,2025-12-09,paid,150274.25
204259,2025-09-11,paid,52482.24
204260,2025-09-25,paid,122311.01
204261,2025-11-04,paid,39777.1
204262,2025-03-02,paid,22852.36
204263,2025-12-07,paid,110190.51
204264,2025-04-17,paid,124884.84
204265,2025-09-27,paid,83842.48
204266,2025-02-18,paid,8678.86
204267,2025-03-30,paid,63888.37
204268,2025-06-23,paid,18539.04
204269,2025-06-02,paid,155498.56
204270,2025-06-28,paid,209529.74
204271,2025-11-16,paid,32498.86
204272,2025-05-28,paid,122944.81
204273,2025-11-24,paid,18158.38
204274,2025-11-07,paid,56725.02
204275,2025-08-10,paid,182299.83
204276,2025-01-15,paid,468147.2
204277,2025-05-21,paid,140989.22
204278,2025-09-10,paid,47378.99
204279,2025-05-31,paid,69076.42
204280,2025-12-19,paid,97577.56
204281,2025-09-27,paid,72078.18
204282,2025-03-22,paid,32685.08
204283,2025-03-08,refunded,40273.1
204284,2025-05-25,paid,56185.41
204285,2025-10-27,paid,123706.7
204286,2025-09-07,paid,140092.94
204287,2025-07-14,paid,35098.6
204288,2025-10-13,paid,28207.86
204289,2025-09-12,paid,60128.87
204290,2025-06-23,paid,36072.98
204291,2025-11-12,paid,112068.72
204292,2025-10-08,paid,94002.2
204293,2025-10-20,paid,50141.51
204294,2025-11-03,paid,71894.48
204295,2025-11-07,paid,43621.03
204296,2025-07-08,paid,42790.17
204297,2025-12-23,paid,112710.35
204298,2025-08-12,paid,84180.42
204299,2025-03-03,failed,64734.23
204300,2025-03-27,paid,14844.5
204301,2025-01-30,paid,16600.55
204302,2025-11-16,refunded,28448.18
204303,2025-05-11,paid,36124.29
204304,2025-05-10,paid,14127.86
204305,2025-01-12,paid,100670.56
204306,2025-10-09,refunded,14888.8
204307,2025-10-14,paid,98206.64
204308,2025-07-17,paid,25865.57
204309,2025-08-15,paid,86394.01
204310,2025-09-23,paid,52401.95
204311,2025-10-04,paid,58352.95
204312,2025-03-12,paid,59281.82
204313,2025-08-24,refunded,108239.42
204314,2025-04-09,paid,21213.16
204315,2025-08-13,paid,94930.41
204316,2025-05-04,paid,53308.22
204317,2025-11-02,paid,19891.46
204318,2025-04-14,paid,143454.52
204319,2025-11-19,paid,141721.87
204320,2025-09-21,paid,38756.26
204321,2026-01-02,paid,29520.85
204322,2025-08-18,paid,10538.61
204323,2025-05-05,paid,89849.49
204324,2025-08-18,failed,136498.34
204325,2025-08-19,paid,23331.0
204326,2025-06-05,failed,28020.92
204327,2025-11-05,paid,53296.64
204328,2025-11-01,paid,26525.92
204329,2025-11-27,paid,11616.34
204330,2025-05-29,paid,69176.29
204331,2025-11-03,paid,40931.53
204332,2025-01-11,paid,19341.47
204333,2025-11-17,paid,96450.62
204334,2025-08-14,failed,53263.89
204335,2025-01-24,paid,154184.98
204336,2025-07-14,paid,131401.68
204337,2025-08-15,paid,67929.41
204338,2025-02-25,paid,76857.72
204339,2025-04-03,paid,167266.96
204340,2025-01-15,paid,79830.42
204341,2025-11-05,paid,71745.9
204342,2025-07-01,paid,54067.36
204343,2025-01-04,paid,19341.47
204344,2025-04-12,paid,119027.35
204345,2025-05-11,paid,102971.52
204346,2025-01-10,paid,101245.83
204347,2025-07-05,paid,100632.05
204348,2025-11-30,paid,169996.64
204349,2025-11-30,paid,213957.77
204350,2025-02-06,paid,56694.84
204351,2025-08-22,paid,85574.23
204352,2025-06-03,paid,41959.64
204353,2025-03-05,failed,13082.5
204354,2025-09-05,paid,2394.43
204355,2025-02-26,paid,127603.76
204356,2025-08-17,paid,145447.91
204357,2025-11-10,failed,399408.45
204358,2025-09-12,paid,217308.39
204359,2025-10-21,paid,114095.93
204360,2025-02-23,paid,74099.6
204361,2025-01-18,paid,51362.17
204362,2025-12-11,paid,220571.76
204363,2025-12-09,paid,108027.01
204364,2025-12-31,paid,196276.85
204365,2025-07-02,paid,11295.12
204366,2025-03-20,paid,50768.19
204367,2025-08-06,paid,152210.02
204368,2025-08-13,paid,50676.53
204369,2025-06-03,paid,52513.0
204370,2025-02-14,paid,165918.12
204371,2025-12-21,paid,223687.69
204372,2025-01-23,refunded,209708.61
204373,2025-03-24,paid,65036.09
204374,2025-02-22,paid,143115.4
204375,2025-06-07,paid,54133.83
204376,2025-05-29,paid,35104.23
204377,2025-07-01,paid,41947.17
204378,2025-03-21,paid,52366.61
204379,2025-05-01,paid,77937.02
204380,2025-12-26,paid,137907.71
204381,2025-12-12,paid,47317.98
204382,2025-04-16,paid,50546.12
204383,2025-01-03,paid,129175.1
204384,2025-04-28,paid,91605.88
204385,2025-02-03,paid,80715.89
204386,2025-12-26,paid,118067.45
204387,2025-03-05,paid,129298.09
204388,2025-04-07,paid,59599.96
204389,2025-05-16,paid,54405.26
204390,2025-04-10,paid,42397.98
204391,2025-08-04,paid,96489.44
204392,2025-03-28,refunded,84117.16
204393,2025-06-09,paid,141861.7
204394,2025-04-18,paid,87280.77
204395,2025-12-25,paid,58515.82
204396,2025-05-14,paid,157180.04
204397,2025-01-25,paid,5053.08
204398,2025-03-28,paid,4737.33
204399,2025-04-02,paid,176767.94
204400,2025-08-17,refunded,107666.21
204401,2025-04-19,failed,52356.26
204402,2025-12-18,paid,67874.77
204403,2025-12-27,paid,60785.08
204404,2025-04-12,failed,69172.33
204405,2025-10-23,paid,228212.51
204406,2025-05-28,paid,40494.47
204407,2025-08-18,paid,158699.73
204408,2025-03-29,paid,104653.76
204409,2025-01-12,paid,119846.57
204410,2025-05-17,paid,45403.34
204411,2025-04-05,paid,27588.82
204412,2025-10-20,paid,33870.45
204413,2025-06-03,paid,109727.85
204414,2025-12-22,paid,13471.47
204415,2025-04-08,paid,21523.77
204416,2025-03-03,paid,72041.02
204417,2025-12-29,refunded,178609.27
204418,2025-03-30,paid,42939.34
204419,2025-08-02,paid,171482.04
204420,2025-03-25,paid,39114.5
204421,2025-08-18,paid,10929.13
204422,2025-01-15,paid,154054.14
204423,2025-12-28,paid,31409.05
204424,2025-06-04,paid,113965.96
204425,2025-01-05,paid,76862.54
204426,2025-03-20,paid,98978.53
204427,2025-01-06,paid,30502.3
204428,2025-03-26,paid,40474.73
204429,2025-12-31,paid,512582.59
204430,2025-02-05,paid,94026.03
204431,2025-09-01,paid,179791.22
204432,2025-05-26,paid,65612.22
204433,2025-03-23,failed,76661.25
204434,2025-03-19,paid,127814.8
204435,2025-10-28,paid,206132.66
204436,2025-10-13,refunded,108725.23
204437,2025-08-06,refunded,96696.18
204438,2025-09-03,paid,9886.01
204439,2025-08-29,paid,12934.44
204440,2025-12-04,paid,99549.23
204441,2025-01-19,paid,40374.83
204442,2025-03-16,paid,75350.1
204443,2025-02-24,paid,23261.2
204444,2025-03-26,paid,222311.42
204445,2025-06-16,paid,93988.55
204446,2025-11-16,paid,1126.79
204447,2025-12-29,paid,65069.11
204448,2025-06-16,paid,38277.27
204449,2025-04-29,paid,95286.83
204450,2025-10-25,paid,55728.76
204451,2025-07-08,paid,20644.63
204452,2025-09-15,paid,81136.95
204453,2025-12-10,paid,120059.66
204454,2025-11-18,refunded,34907.73
204455,2025-12-21,paid,9558.29
204456,2025-01-20,paid,55436.04
204457,2025-11-09,paid,126316.51
204458,2025-10-29,paid,7025.79
204459,2025-01-07,paid,56577.17
204460,2025-07-12,failed,73878.87
204461,2025-10-11,failed,47545.8
204462,2025-03-07,paid,41959.64
204463,2025-09-28,paid,93855.77
204464,2025-09-13,paid,119533.04
204465,2025-04-28,paid,73882.11
204466,2025-12-09,paid,203160.58
204467,2025-09-17,paid,24154.89
204468,2025-01-05,paid,32161.6
204469,2025-03-08,paid,204170.22
204470,2025-10-15,paid,29992.48
204471,2025-05-15,paid,56342.77
204472,2025-02-19,paid,88232.52
204473,2025-02-14,refunded,66478.58
204474,2025-04-06,paid,9572.79
204475,2025-05-23,failed,18672.36
204476,2025-02-18,paid,42939.39
204477,2025-08-22,failed,38008.49
204478,2025-08-14,paid,117053.11
204479,2025-10-13,paid,55735.58
204480,2025-02-07,paid,46502.03
204481,2025-01-28,paid,25795.97
204482,2025-06-09,paid,60055.06
204483,2025-08-11,paid,67410.16
204484,2025-01-10,paid,73906.23
204485,2025-03-14,paid,48051.84
204486,2025-12-11,paid,40723.49
204487,2025-03-08,paid,76420.58
204488,2025-04-05,paid,29091.37
204489,2025-07-02,paid,239052.66
204490,2025-03-13,paid,53390.93
204491,2025-08-25,paid,23679.64
204492,2025-09-19,paid,42617.87
204493,2025-01-21,paid,91336.34
204494,2025-12-25,paid,49340.3
204495,2025-12-26,paid,4004.43
204496,2025-07-06,paid,27580.25
204497,2025-11-03,paid,49697.66
204498,2025-03-07,paid,52513.0
204499,2025-06-29,paid,6036.09
204500,2025-08-23,paid,45815.88
204501,2025-12-22,paid,22010.77
204502,2025-09-08,paid,71777.47
204503,2025-10-23,refunded,115772.04
204504,2025-02-10,paid,21725.27
204505,2025-10-17,paid,54849.1
204506,2025-09-19,paid,40749.68
204507,2025-08-29,refunded,15885.89
204508,2025-03-14,paid,54950.99
204509,2025-01-30,paid,7405.89
204510,2025-12-17,paid,111516.7
204511,2025-02-01,paid,104933.24
204512,2025-11-08,paid,245380.62
204513,2025-03-29,paid,37615.73
204514,2025-04-18,paid,78555.67
204515,2025-11-16,paid,251721.33
204516,2025-01-30,paid,95462.06
204517,2025-11-08,paid,11630.6
204518,2025-02-16,refunded,53865.59
204519,2025-12-26,paid,49370.52
204520,2025-05-19,paid,126584.24
204521,2025-09-20,paid,81965.19
204522,2025-03-06,paid,203228.71
204523,2025-02-15,paid,192211.89
204524,2025-09-10,paid,63027.8
204525,2025-12-02,paid,159165.04
204526,2025-07-26,refunded,64710.08
204527,2025-02-28,paid,30038.01
204528,2025-07-27,paid,51117.12
204529,2025-11-27,paid,172414.77
204530,2025-03-25,paid,137057.44
204531,2025-01-16,failed,5702.71
204532,2025-08-27,paid,33188.28
204533,2025-06-09,paid,139818.38
204534,2025-04-17,paid,85503.97
204535,2025-12-25,paid,110242.42
204536,2025-12-07,failed,82101.83
204537,2026-01-02,paid,26306.2
204538,2025-02-12,paid,209066.36
204539,2025-06-29,paid,9572.79
204540,2025-12-25,paid,20596.35
204541,2025-09-22,paid,58180.82
204542,2025-09-03,paid,164481.15
204543,2025-02-06,paid,7825.99
204544,2025-12-31,paid,31540.27
204545,2025-12-21,paid,189779.39
204546,2025-12-15,paid,104521.55
204547,2026-01-01,paid,56611.93
204548,2025-09-07,paid,66878.02
204549,2025-05-02,paid,20101.97
204550,2025-07-14,failed,76394.6
204551,2025-10-25,failed,152310.89
204552,2025-03-04,paid,88062.04
204553,2025-07-30,paid,21490.52
204554,2025-10-23,paid,129144.16
204555,2025-02-24,paid,135909.94
204556,2025-07-31,refunded,138577.89
204557,2025-11-10,paid,33256.64
204558,2025-10-09,paid,92064.23
204559,2025-07-24,paid,2522.48
204560,2025-05-20,paid,129984.17
204561,2025-12-07,paid,17024.67
204562,2025-01-19,paid,66720.17
204563,2025-11-18,paid,1784.57
204564,2025-04-06,paid,87477.08
204565,2025-05-12,paid,41234.29
204566,2025-04-18,paid,43450.54
204567,2025-07-18,paid,83904.85
204568,2025-09-17,paid,29664.3
204569,2025-02-11,paid,134361.79
204570,2025-11-04,paid,32087.8
204571,2025-05-14,paid,180659.0
204572,2025-06-05,paid,98209.26
204573,2025-02-12,failed,43102.31
204574,2025-11-19,refunded,55092.34
204575,2025-05-03,paid,44891.14
204576,2025-09-04,paid,247098.72
204577,2025-09-04,failed,121892.65
204578,2025-05-24,paid,12313.82
204579,2025-07-06,refunded,55244.46
204580,2025-02-04,refunded,103438.66
204581,2025-07-31,paid,84118.11
204582,2025-02-02,paid,5053.08
204583,2025-06-10,paid,98819.09
204584,2025-11-15,paid,38679.21
204585,2026-01-02,paid,46627.43
204586,2025-07-12,paid,16080.8
204587,2025-06-13,paid,192733.99
204588,2025-09-10,paid,19341.47
204589,2025-02-11,paid,63783.21
204590,2025-05-12,paid,116752.79
204591,2025-04-06,failed,149276.95
204592,2025-05-23,paid,23169.23
204593,2025-09-28,paid,42576.33
204594,2025-06-19,paid,26465.48
204595,2025-10-02,paid,123466.39
204596,2026-01-03,paid,73267.54
204597,2025-04-10,paid,59658.41
204598,2025-03-02,paid,404955.34
204599,2025-11-22,paid,83135.79
204600,2025-08-05,paid,119514.41
204601,2025-03-19,refunded,132877.93
204602,2025-07-28,paid,52482.24
204603,2025-12-15,paid,14371.6
204604,2025-02-17,paid,200280.17
204605,2025-12-15,paid,13187.54
204606,2025-07-22,paid,127859.84
204607,2025-07-30,failed,178539.45
204608,2025-11-24,failed,285395.61
204609,2025-05-15,paid,18215.92
204610,2025-01-23,paid,29090.41
204611,2025-12-24,paid,246069.19
204612,2025-03-03,paid,41266.57
204613,2025-10-27,paid,93513.77
204614,2025-03-01,paid,22521.75
204615,2025-08-21,failed,139076.59
204616,2025-10-12,paid,145893.31
204617,2025-07-02,paid,139476.33
204618,2025-04-14,paid,5515.88
204619,2025-04-25,paid,68412.72
204620,2025-02-11,failed,127222.75
204621,2025-01-29,refunded,22876.4
204622,2025-10-06,paid,19233.31
204623,2025-04-08,paid,48754.75
204624,2025-07-12,paid,65289.59
204625,2025-11-16,paid,26689.39
204626,2025-02-07,failed,283958.78
204627,2025-07-29,paid,60378.69
204628,2025-07-15,paid,224060.57
204629,2025-05-21,paid,170334.54
204630,2025-10-19,paid,226739.03
204631,2025-09-16,paid,106295.68
204632,2025-08-16,paid,47242.21
204633,2025-01-29,paid,92698.04
204634,2025-07-09,paid,192738.65
204635,2025-09-05,paid,12416.17
204636,2025-12-02,paid,127371.19
204637,2025-11-12,paid,153705.99
204638,2025-02-18,paid,9465.56
204639,2025-10-28,paid,64953.92
204640,2025-07-26,paid,79338.78
204641,2025-04-25,paid,59720.34
204642,2025-01-22,paid,173847.27
204643,2025-03-26,paid,48205.8
204644,2025-09-11,paid,36124.29
204645,2025-02-22,paid,169895.93
204646,2025-05-29,paid,58343.26
204647,2025-07-07,paid,41499.8
204648,2025-06-23,paid,33370.27
204649,2025-12-22,paid,39030.75
204650,2025-04-26,paid,68406.38
204651,2025-01-04,paid,107841.36
204652,2025-02-06,paid,111276.32
204653,2025-10-09,paid,42353.56
204654,2025-06-12,paid,49646.28
204655,2025-06-19,paid,99762.76
204656,2025-04-06,paid,357064.65
204657,2025-09-08,paid,203906.51
204658,2025-11-17,paid,42052.4
204659,2025-01-10,paid,82394.12
204660,2025-11-17,refunded,109490.83
204661,2025-04-22,refunded,27443.5
204662,2025-02-02,paid,13911.52
204663,2025-02-23,paid,22852.36
204664,2025-06-18,paid,142288.36
204665,2025-03-10,paid,1135.12
204666,2025-02-03,paid,119393.99
204667,2025-11-23,paid,118247.46
204668,2025-01-12,paid,31021.14
204669,2025-10-15,paid,103695.78
204670,2025-01-24,paid,81803.27
204671,2025-06-11,paid,96286.47
204672,2025-09-22,paid,21725.27
204673,2025-07-11,paid,192382.2
204674,2025-08-30,paid,135749.54
204675,2025-03-24,paid,67037.62
204676,2025-10-01,paid,167777.75
204677,2025-04-15,refunded,46338.46
204678,2025-03-19,paid,54355.32
204679,2025-01-12,paid,11921.44
204680,2025-10-11,paid,287421.72
204681,2025-04-23,paid,1408.49
204682,2025-09-20,paid,34891.8
204683,2025-11-07,paid,13068.39
204684,2025-12-19,paid,35732.24
204685,2025-07-15,paid,335378.52
204686,2025-12-06,paid,27137.18
204687,2025-07-03,paid,173181.43
204688,2025-05-29,paid,68695.46
204689,2025-06-25,paid,273687.11
204690,2025-07-22,paid,85600.3
204691,2025-07-07,paid,174931.99
204692,2025-04-18,paid,12008.68
204693,2025-03-14,paid,107891.83
204694,2025-09-30,paid,132497.56
204695,2025-08-03,paid,33805.41
204696,2025-07-07,paid,101192.77
204697,2025-05-21,paid,124919.89
204698,2025-06-18,paid,13661.11
204699,2025-05-26,paid,33013.07
204700,2025-03-13,paid,67641.1
204701,2025-12-12,paid,50048.21
204702,2025-05-30,paid,51063.62
204703,2025-04-14,paid,23621.1
204704,2025-12-06,paid,64691.34
204705,2025-03-26,paid,111129.62
204706,2025-11-02,paid,41234.29
204707,2025-10-25,paid,112737.92
204708,2025-12-02,paid,79763.27
204709,2025-05-26,paid,161677.26
204710,2025-11-09,paid,17026.73
204711,2025-07-17,paid,16985.17
204712,2025-07-06,paid,82499.4
204713,2025-10-31,refunded,48479.03
204714,2025-03-08,paid,8743.3
204715,2025-08-10,paid,13699.74
204716,2025-09-20,paid,63686.08
204717,2025-11-23,failed,53500.82
204718,2025-01-24,paid,3009.76
204719,2025-12-09,paid,171830.89
204720,2025-06-15,paid,77104.57
204721,2025-04-14,paid,99738.78
204722,2025-11-12,paid,71496.07
204723,2025-04-20,paid,9512.04
204724,2025-12-08,paid,101482.79
204725,2025-11-14,paid,56574.92
204726,2025-06-30,paid,59876.41
204727,2025-06-17,paid,231027.37
204728,2025-05-15,paid,57012.89
204729,2025-01-31,paid,59823.77
204730,2025-12-31,failed,29040.86
204731,2025-03-29,paid,4963.68
204732,2025-01-09,paid,97069.55
204733,2025-05-19,paid,70197.19
204734,2025-10-17,paid,33747.77
204735,2025-05-16,paid,23679.64
204736,2025-05-20,paid,108578.73
204737,2025-02-14,paid,12835.79
204738,2025-04-17,paid,68903.36
204739,2025-11-09,failed,41858.94
204740,2025-02-02,paid,50517.93
204741,2025-06-20,paid,28790.96
204742,2025-06-13,paid,59541.11
204743,2025-10-04,paid,85064.02
204744,2025-09-13,paid,102679.2
204745,2025-08-09,paid,110994.1
204746,2025-04-23,paid,29009.2
204747,2025-08-10,paid,57156.73
204748,2025-07-05,paid,111746.48
204749,2025-09-18,failed,112236.14
204750,2025-01-14,paid,48559.37
204751,2025-12-09,paid,136301.35
204752,2025-12-27,paid,100597.49
204753,2025-09-04,paid,53824.87
204754,2025-09-08,paid,221744.16
